id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
2972425,shunyi_meo,2018-04-27 00:00:00,Sunny/clear,19.4,1017.4,52.0,0.5,112.0
2972426,hadian_meo,2018-04-27 00:00:00,Sunny/clear,18.9,1015.1,49.0,1.1,191.0
2972427,yanqing_meo,2018-04-27 00:00:00,Sunny/clear,14.0,964.4,35.0,0.3,89.0
2972428,miyun_meo,2018-04-27 00:00:00,Sunny/clear,16.8,1012.5,49.0,0.6,67.0
2972429,huairou_meo,2018-04-27 00:00:00,Sunny/clear,17.9,1011.9,35.0,2.1,107.0
2972430,shangdianzi_meo,2018-04-27 00:00:00,Sunny/clear,15.2,986.4,26.0,2.7,56.0
2972431,pinggu_meo,2018-04-27 00:00:00,Sunny/clear,17.1,1017.1,57.0,0.7,209.0
2972432,tongzhou_meo,2018-04-27 00:00:00,Hail,19.2,1018.4,52.0,1.2,165.0
2972433,chaoyang_meo,2018-04-27 00:00:00,Sunny/clear,19.7,1016.7,43.0,3.1,208.0
2972434,pingchang_meo,2018-04-27 00:00:00,Sunny/clear,17.9,1011.7,46.0,1.1,344.0
2972435,zhaitang_meo,2018-04-27 00:00:00,Sunny/clear,13.0,969.6,42.0,0.8,64.0
2972436,mentougou_meo,2018-04-27 00:00:00,Sunny/clear,18.8,1010.8,43.0,1.6,231.0
2972437,beijing_meo,2018-04-27 00:00:00,Sunny/clear,19.3,1017.2,41.0,2.8,216.0
2972438,shijingshan_meo,2018-04-27 00:00:00,Sunny/clear,19.5,1013.2,40.0,1.4,215.0
2972439,fengtai_meo,2018-04-27 00:00:00,Sunny/clear,20.0,1014.3,45.0,1.1,195.0
2972440,daxing_meo,2018-04-27 00:00:00,Sunny/clear,19.3,1016.4,43.0,2.1,163.0
2972441,fangshan_meo,2018-04-27 00:00:00,Sunny/clear,19.1,1015.1,43.0,1.0,192.0
2972442,xiayunling_meo,2018-04-27 00:00:00,Sunny/clear,15.2,973.4,54.0,1.0,125.0
2973958,shunyi_meo,2018-04-27 01:00:00,Sunny/clear,20.7,1017.4,46.0,1.5,250.0
2973959,hadian_meo,2018-04-27 01:00:00,Sunny/clear,21.4,1015.1,33.0,2.9,221.0
2973960,yanqing_meo,2018-04-27 01:00:00,Sunny/clear,16.7,964.2,26.0,0.8,8.0
2973961,miyun_meo,2018-04-27 01:00:00,Sunny/clear,19.8,1012.3,39.0,0.8,170.0
2973962,huairou_meo,2018-04-27 01:00:00,Sunny/clear,20.0,1011.7,31.0,1.6,163.0
2973963,shangdianzi_meo,2018-04-27 01:00:00,Sunny/clear,18.7,986.3,24.0,1.6,132.0
2973964,pinggu_meo,2018-04-27 01:00:00,Sunny/clear,19.5,1017.1,44.0,1.3,246.0
2973965,tongzhou_meo,2018-04-27 01:00:00,Sunny/clear,20.6,1018.5,43.0,2.3,199.0
2973966,chaoyang_meo,2018-04-27 01:00:00,Sunny/clear,21.0,1016.8,33.0,2.7,202.0
2973967,pingchang_meo,2018-04-27 01:00:00,Sunny/clear,21.5,1011.6,31.0,2.3,108.0
2973968,zhaitang_meo,2018-04-27 01:00:00,Sunny/clear,18.4,969.1,34.0,1.4,193.0
2973969,mentougou_meo,2018-04-27 01:00:00,Sunny/clear,21.0,1010.8,35.0,3.7,195.0
2973970,beijing_meo,2018-04-27 01:00:00,Sunny/clear,20.9,1017.1,34.0,3.2,236.0
2973971,shijingshan_meo,2018-04-27 01:00:00,Sunny/clear,21.8,1013.1,30.0,2.5,177.0
2973972,fengtai_meo,2018-04-27 01:00:00,Sunny/clear,22.0,1014.3,33.0,2.8,242.0
2973973,daxing_meo,2018-04-27 01:00:00,Sunny/clear,21.1,1016.4,33.0,3.3,202.0
2973974,fangshan_meo,2018-04-27 01:00:00,Sunny/clear,20.9,1015.2,36.0,2.3,215.0
2973975,xiayunling_meo,2018-04-27 01:00:00,Sunny/clear,20.0,973.2,33.0,2.7,183.0
2975491,shunyi_meo,2018-04-27 02:00:00,Sunny/clear,22.8,1017.0,31.0,2.9,202.0
2975492,hadian_meo,2018-04-27 02:00:00,Sunny/clear,23.2,1014.8,33.0,1.7,206.0
2975493,yanqing_meo,2018-04-27 02:00:00,Sunny/clear,18.5,963.8,22.0,2.0,305.0
2975494,miyun_meo,2018-04-27 02:00:00,Sunny/clear,21.7,1012.0,38.0,1.3,262.0
2975495,huairou_meo,2018-04-27 02:00:00,Sunny/clear,22.0,1011.4,35.0,1.3,232.0
2975496,shangdianzi_meo,2018-04-27 02:00:00,Sunny/clear,20.2,985.9,33.0,3.7,226.0
2975497,pinggu_meo,2018-04-27 02:00:00,Sunny/clear,20.9,1016.9,44.0,2.7,227.0
2975498,tongzhou_meo,2018-04-27 02:00:00,Sunny/clear,22.0,1018.5,33.0,3.3,200.0
2975499,chaoyang_meo,2018-04-27 02:00:00,Sunny/clear,22.6,1016.5,29.0,3.8,210.0
2975500,pingchang_meo,2018-04-27 02:00:00,Sunny/clear,22.9,1011.3,29.0,2.8,147.0
2975501,zhaitang_meo,2018-04-27 02:00:00,Sunny/clear,21.4,968.7,26.0,5.5,212.0
2975502,mentougou_meo,2018-04-27 02:00:00,Sunny/clear,22.3,1010.5,35.0,4.1,211.0
2975503,beijing_meo,2018-04-27 02:00:00,Sunny/clear,22.5,1016.9,26.0,3.7,241.0
2975504,shijingshan_meo,2018-04-27 02:00:00,Sunny/clear,22.4,1012.9,33.0,3.1,197.0
2975505,fengtai_meo,2018-04-27 02:00:00,Sunny/clear,22.7,1014.1,36.0,3.0,220.0
2975506,daxing_meo,2018-04-27 02:00:00,Sunny/clear,22.5,1016.3,35.0,4.0,225.0
2975507,fangshan_meo,2018-04-27 02:00:00,Sunny/clear,22.0,1015.0,27.0,5.1,229.0
2975508,xiayunling_meo,2018-04-27 02:00:00,Sunny/clear,21.2,973.0,27.0,2.9,211.0
2977024,shunyi_meo,2018-04-27 03:00:00,Sunny/clear,23.9,1016.5,25.0,3.7,238.0
2977025,hadian_meo,2018-04-27 03:00:00,Sunny/clear,23.7,1014.3,27.0,3.4,197.0
2977026,yanqing_meo,2018-04-27 03:00:00,Sunny/clear,20.7,963.1,22.0,1.5,324.0
2977027,miyun_meo,2018-04-27 03:00:00,Sunny/clear,23.2,1011.4,32.0,3.3,203.0
2977028,huairou_meo,2018-04-27 03:00:00,Sunny/clear,23.8,1010.8,31.0,4.0,195.0
2977029,shangdianzi_meo,2018-04-27 03:00:00,Sunny/clear,21.7,985.4,35.0,4.4,237.0
2977030,pinggu_meo,2018-04-27 03:00:00,Sunny/clear,22.7,1016.4,41.0,2.0,268.0
2977031,tongzhou_meo,2018-04-27 03:00:00,Sunny/clear,23.3,1018.0,25.0,4.7,185.0
2977032,chaoyang_meo,2018-04-27 03:00:00,Sunny/clear,23.4,1016.0,29.0,3.5,195.0
2977033,pingchang_meo,2018-04-27 03:00:00,Sunny/clear,24.5,1010.7,22.0,2.6,148.0
2977034,zhaitang_meo,2018-04-27 03:00:00,Sunny/clear,22.5,968.0,21.0,2.7,257.0
2977035,mentougou_meo,2018-04-27 03:00:00,Sunny/clear,23.5,1010.0,24.0,5.7,199.0
2977036,beijing_meo,2018-04-27 03:00:00,Sunny/clear,23.4,1016.5,26.0,4.5,208.0
2977037,fengtai_meo,2018-04-27 03:00:00,Sunny/clear,24.4,1013.6,28.0,2.1,209.0
2977038,daxing_meo,2018-04-27 03:00:00,Sunny/clear,23.6,1015.8,31.0,4.2,207.0
2977039,fangshan_meo,2018-04-27 03:00:00,Sunny/clear,22.9,1014.5,21.0,5.5,209.0
2977040,xiayunling_meo,2018-04-27 03:00:00,Sunny/clear,22.1,972.3,28.0,3.6,214.0
2978556,shunyi_meo,2018-04-27 04:00:00,Sunny/clear,24.9,1015.4,25.0,3.3,196.0
2978557,hadian_meo,2018-04-27 04:00:00,Sunny/clear,24.7,1013.2,23.0,3.6,213.0
2978558,yanqing_meo,2018-04-27 04:00:00,Sunny/clear,22.6,961.6,16.0,1.4,339.0
2978559,miyun_meo,2018-04-27 04:00:00,Hail,24.2,1010.2,28.0,3.0,204.0
2978560,huairou_meo,2018-04-27 04:00:00,Sunny/clear,24.9,1009.5,25.0,3.9,197.0
2978561,shangdianzi_meo,2018-04-27 04:00:00,Sunny/clear,22.5,984.3,30.0,6.1,220.0
2978562,pinggu_meo,2018-04-27 04:00:00,Sunny/clear,23.8,1015.3,31.0,3.3,233.0
2978563,tongzhou_meo,2018-04-27 04:00:00,Sunny/clear,24.3,1016.9,24.0,3.4,192.0
2978564,chaoyang_meo,2018-04-27 04:00:00,Sunny/clear,24.3,1014.9,26.0,3.6,210.0
2978565,pingchang_meo,2018-04-27 04:00:00,Sunny/clear,25.2,1009.5,23.0,2.6,101.0
2978566,zhaitang_meo,2018-04-27 04:00:00,Sunny/clear,24.1,966.9,21.0,2.8,242.0
2978567,mentougou_meo,2018-04-27 04:00:00,Sunny/clear,24.1,1009.0,22.0,5.1,199.0
2978568,beijing_meo,2018-04-27 04:00:00,Sunny/clear,24.1,1015.4,25.0,5.0,197.0
2978569,shijingshan_meo,2018-04-27 04:00:00,Sunny/clear,24.4,1011.3,21.0,5.9,170.0
2978570,fengtai_meo,2018-04-27 04:00:00,Sunny/clear,24.5,1012.6,26.0,3.4,221.0
2978571,daxing_meo,2018-04-27 04:00:00,Sunny/clear,24.6,1014.9,27.0,3.4,196.0
2978572,fangshan_meo,2018-04-27 04:00:00,Sunny/clear,24.2,1013.5,15.0,4.5,205.0
2978573,xiayunling_meo,2018-04-27 04:00:00,Sunny/clear,22.4,971.3,27.0,3.6,199.0
2981603,shunyi_meo,2018-04-27 06:00:00,Sunny/clear,26.2,1013.4,22.0,5.4,211.0
2981604,hadian_meo,2018-04-27 06:00:00,Sunny/clear,25.6,1011.1,22.0,4.7,224.0
2981605,yanqing_meo,2018-04-27 06:00:00,Sunny/clear,25.4,959.3,9.0,1.9,202.0
2981606,miyun_meo,2018-04-27 06:00:00,Sunny/clear,25.8,1008.0,24.0,3.0,224.0
2981607,huairou_meo,2018-04-27 06:00:00,Sunny/clear,26.2,1007.6,24.0,3.8,228.0
2981608,shangdianzi_meo,2018-04-27 06:00:00,Sunny/clear,24.4,982.3,25.0,5.9,193.0
2981609,pinggu_meo,2018-04-27 06:00:00,Sunny/clear,25.4,1013.3,24.0,2.7,220.0
2981610,tongzhou_meo,2018-04-27 06:00:00,Sunny/clear,25.4,1014.7,23.0,4.7,181.0
2981611,chaoyang_meo,2018-04-27 06:00:00,Sunny/clear,25.0,1012.8,22.0,4.6,210.0
2981612,pingchang_meo,2018-04-27 06:00:00,Sunny/clear,26.2,1007.3,20.0,3.5,163.0
2981613,zhaitang_meo,2018-04-27 06:00:00,Sunny/clear,26.1,964.5,20.0,3.1,233.0
2981614,mentougou_meo,2018-04-27 06:00:00,Sunny/clear,24.7,1006.9,23.0,4.5,184.0
2981615,beijing_meo,2018-04-27 06:00:00,Sunny/clear,25.2,1013.4,22.0,6.1,216.0
2981616,shijingshan_meo,2018-04-27 06:00:00,Sunny/clear,25.1,1009.2,21.0,5.2,197.0
2981617,fengtai_meo,2018-04-27 06:00:00,Sunny/clear,25.6,1010.5,24.0,3.9,224.0
2981618,daxing_meo,2018-04-27 06:00:00,Sunny/clear,25.2,1012.7,21.0,3.6,231.0
2981619,fangshan_meo,2018-04-27 06:00:00,Sunny/clear,24.4,1011.3,17.0,7.0,197.0
2981620,xiayunling_meo,2018-04-27 06:00:00,Sunny/clear,23.4,969.5,28.0,5.0,218.0
2983136,shunyi_meo,2018-04-27 07:00:00,Sunny/clear,26.3,1012.4,20.0,3.7,225.0
2983137,hadian_meo,2018-04-27 07:00:00,Sunny/clear,26.1,1010.1,24.0,3.3,192.0
2983138,yanqing_meo,2018-04-27 07:00:00,Sunny/clear,24.6,958.4,19.0,4.7,144.0
2983139,miyun_meo,2018-04-27 07:00:00,Sunny/clear,26.1,1007.2,24.0,3.2,213.0
2983140,huairou_meo,2018-04-27 07:00:00,Sunny/clear,26.1,1006.6,22.0,4.8,243.0
2983141,shangdianzi_meo,2018-04-27 07:00:00,Sunny/clear,24.6,981.4,25.0,6.8,217.0
2983142,pinggu_meo,2018-04-27 07:00:00,Sunny/clear,25.7,1012.3,24.0,2.9,226.0
2983143,tongzhou_meo,2018-04-27 07:00:00,Sunny/clear,25.1,1013.9,22.0,4.5,198.0
2983144,chaoyang_meo,2018-04-27 07:00:00,Sunny/clear,25.2,1011.9,21.0,4.0,205.0
2983145,pingchang_meo,2018-04-27 07:00:00,Sunny/clear,26.3,1006.4,21.0,3.6,143.0
2983146,zhaitang_meo,2018-04-27 07:00:00,Sunny/clear,26.6,963.5,20.0,2.3,311.0
2983147,mentougou_meo,2018-04-27 07:00:00,Sunny/clear,24.8,1006.0,24.0,6.4,197.0
2983148,beijing_meo,2018-04-27 07:00:00,Sunny/clear,25.1,1012.4,22.0,5.7,212.0
2983149,shijingshan_meo,2018-04-27 07:00:00,Sunny/clear,25.0,1008.3,23.0,4.5,209.0
2983150,fengtai_meo,2018-04-27 07:00:00,Sunny/clear,25.8,1009.5,23.0,3.2,210.0
2983151,daxing_meo,2018-04-27 07:00:00,Sunny/clear,25.2,1011.7,19.0,6.2,201.0
2983152,fangshan_meo,2018-04-27 07:00:00,Sunny/clear,24.6,1010.3,18.0,6.1,191.0
2983153,xiayunling_meo,2018-04-27 07:00:00,Sunny/clear,23.4,968.7,28.0,2.6,169.0
2984669,shunyi_meo,2018-04-27 08:00:00,Sunny/clear,26.0,1011.3,22.0,2.9,221.0
2984670,hadian_meo,2018-04-27 08:00:00,Sunny/clear,25.7,1009.1,24.0,3.1,181.0
2984671,yanqing_meo,2018-04-27 08:00:00,Sunny/clear,24.1,957.5,23.0,4.2,134.0
2984672,miyun_meo,2018-04-27 08:00:00,Sunny/clear,25.6,1006.2,23.0,2.2,206.0
2984673,huairou_meo,2018-04-27 08:00:00,Sunny/clear,25.8,1005.7,23.0,4.1,209.0
2984674,shangdianzi_meo,2018-04-27 08:00:00,Sunny/clear,24.5,980.4,26.0,6.3,206.0
2984675,pinggu_meo,2018-04-27 08:00:00,Sunny/clear,25.6,1011.3,22.0,3.9,211.0
2984676,tongzhou_meo,2018-04-27 08:00:00,Sunny/clear,25.5,1012.7,22.0,3.8,193.0
2984677,chaoyang_meo,2018-04-27 08:00:00,Sunny/clear,25.4,1010.9,22.0,5.2,238.0
2984678,pingchang_meo,2018-04-27 08:00:00,Sunny/clear,26.0,1005.4,23.0,3.1,140.0
2984679,zhaitang_meo,2018-04-27 08:00:00,Sunny/clear,26.8,962.5,22.0,3.1,138.0
2984680,mentougou_meo,2018-04-27 08:00:00,Sunny/clear,24.9,1004.9,24.0,5.6,195.0
2984681,beijing_meo,2018-04-27 08:00:00,Sunny/clear,25.3,1011.3,21.0,3.7,230.0
2984682,shijingshan_meo,2018-04-27 08:00:00,Sunny/clear,25.1,1007.2,23.0,3.9,208.0
2984683,fengtai_meo,2018-04-27 08:00:00,Sunny/clear,25.4,1008.5,24.0,4.6,204.0
2984684,daxing_meo,2018-04-27 08:00:00,Sunny/clear,25.4,1010.7,23.0,3.2,219.0
2984685,fangshan_meo,2018-04-27 08:00:00,Sunny/clear,24.7,1009.3,18.0,6.7,232.0
2984686,xiayunling_meo,2018-04-27 08:00:00,Sunny/clear,23.2,967.8,30.0,2.0,171.0
2986202,shunyi_meo,2018-04-27 09:00:00,Sunny/clear,25.9,1010.8,22.0,2.6,221.0
2986203,hadian_meo,2018-04-27 09:00:00,Sunny/clear,25.1,1008.5,27.0,3.0,195.0
2986204,yanqing_meo,2018-04-27 09:00:00,Sunny/clear,23.7,957.3,24.0,2.7,139.0
2986205,miyun_meo,2018-04-27 09:00:00,Sunny/clear,25.4,1005.7,24.0,2.6,220.0
2986206,huairou_meo,2018-04-27 09:00:00,Sunny/clear,25.1,1005.1,25.0,2.7,199.0
2986207,shangdianzi_meo,2018-04-27 09:00:00,Sunny/clear,23.7,979.9,26.0,7.2,208.0
2986208,pinggu_meo,2018-04-27 09:00:00,Sunny/clear,25.4,1010.7,23.0,2.4,202.0
2986209,tongzhou_meo,2018-04-27 09:00:00,Sunny/clear,24.9,1012.2,24.0,2.8,204.0
2986210,chaoyang_meo,2018-04-27 09:00:00,Sunny/clear,24.8,1010.3,24.0,4.1,206.0
2986211,pingchang_meo,2018-04-27 09:00:00,Sunny/clear,25.6,1004.9,24.0,3.3,147.0
2986212,zhaitang_meo,2018-04-27 09:00:00,Sunny/clear,24.6,962.3,27.0,3.8,42.0
2986213,mentougou_meo,2018-04-27 09:00:00,Sunny/clear,24.5,999999.0,24.0,5.0,195.0
2986214,beijing_meo,2018-04-27 09:00:00,Sunny/clear,24.5,1010.7,24.0,5.0,217.0
2986215,shijingshan_meo,2018-04-27 09:00:00,Sunny/clear,24.6,1006.6,23.0,4.0,199.0
2986216,fengtai_meo,2018-04-27 09:00:00,Sunny/clear,25.0,1007.8,25.0,4.9,215.0
2986217,daxing_meo,2018-04-27 09:00:00,Sunny/clear,24.9,1010.1,27.0,1.8,230.0
2986218,fangshan_meo,2018-04-27 09:00:00,Sunny/clear,24.2,1008.7,20.0,5.7,235.0
2986219,xiayunling_meo,2018-04-27 09:00:00,Sunny/clear,22.3,967.4,28.0,4.3,186.0
2987735,shunyi_meo,2018-04-27 10:00:00,Sunny/clear,24.7,1010.4,25.0,3.3,243.0
2987736,hadian_meo,2018-04-27 10:00:00,Sunny/clear,23.9,1008.1,27.0,3.5,210.0
2987737,yanqing_meo,2018-04-27 10:00:00,Sunny/clear,22.0,957.2,28.0,3.3,128.0
2987738,miyun_meo,2018-04-27 10:00:00,Sunny/clear,24.1,1005.3,28.0,2.1,221.0
2987739,huairou_meo,2018-04-27 10:00:00,Sunny/clear,24.2,1004.8,29.0,1.2,212.0
2987740,shangdianzi_meo,2018-04-27 10:00:00,Sunny/clear,22.5,979.6,27.0,6.2,206.0
2987741,pinggu_meo,2018-04-27 10:00:00,Sunny/clear,24.6,1010.3,24.0,2.2,212.0
2987742,tongzhou_meo,2018-04-27 10:00:00,Sunny/clear,24.0,1011.7,26.0,2.5,195.0
2987743,chaoyang_meo,2018-04-27 10:00:00,Sunny/clear,24.0,1009.8,27.0,4.8,240.0
2987744,pingchang_meo,2018-04-27 10:00:00,Sunny/clear,24.6,1004.5,25.0,2.4,159.0
2987745,zhaitang_meo,2018-04-27 10:00:00,Sunny/clear,23.6,962.3,29.0,0.9,329.0
2987746,mentougou_meo,2018-04-27 10:00:00,Sunny/clear,23.6,1003.9,30.0,3.9,215.0
2987747,beijing_meo,2018-04-27 10:00:00,Sunny/clear,23.7,1010.3,28.0,3.9,220.0
2987748,fengtai_meo,2018-04-27 10:00:00,Sunny/clear,24.3,1007.5,28.0,3.8,223.0
2987749,daxing_meo,2018-04-27 10:00:00,Sunny/clear,23.6,1009.7,32.0,3.0,207.0
2987750,fangshan_meo,2018-04-27 10:00:00,Sunny/clear,23.3,1008.3,23.0,5.5,208.0
2987751,xiayunling_meo,2018-04-27 10:00:00,Sunny/clear,21.0,967.2,33.0,4.0,179.0
2989267,shunyi_meo,2018-04-27 11:00:00,Sunny/clear,23.4,1010.6,29.0,2.3,221.0
2989268,hadian_meo,2018-04-27 11:00:00,Sunny/clear,22.8,1008.2,34.0,2.7,192.0
2989269,yanqing_meo,2018-04-27 11:00:00,Sunny/clear,20.2,957.4,32.0,2.2,160.0
2989270,miyun_meo,2018-04-27 11:00:00,Sunny/clear,22.4,1005.5,28.0,1.9,205.0
2989271,huairou_meo,2018-04-27 11:00:00,Sunny/clear,22.5,1004.9,32.0,2.0,218.0
2989272,shangdianzi_meo,2018-04-27 11:00:00,Sunny/clear,20.7,979.8,31.0,3.7,223.0
2989273,pinggu_meo,2018-04-27 11:00:00,Sunny/clear,23.2,1010.5,26.0,1.6,224.0
2989274,tongzhou_meo,2018-04-27 11:00:00,Sunny/clear,22.2,1011.9,33.0,1.4,193.0
2989275,chaoyang_meo,2018-04-27 11:00:00,Sunny/clear,23.1,1010.0,32.0,4.6,214.0
2989276,pingchang_meo,2018-04-27 11:00:00,Sunny/clear,23.2,1004.6,28.0,1.8,168.0
2989277,zhaitang_meo,2018-04-27 11:00:00,Sunny/clear,21.3,962.8,34.0,0.8,259.0
2989278,mentougou_meo,2018-04-27 11:00:00,Sunny/clear,22.3,1004.0,36.0,4.2,203.0
2989279,beijing_meo,2018-04-27 11:00:00,Sunny/clear,22.4,1010.4,33.0,3.7,226.0
2989280,shijingshan_meo,2018-04-27 11:00:00,Sunny/clear,22.7,1006.2,33.0,3.0,191.0
2989281,fengtai_meo,2018-04-27 11:00:00,Sunny/clear,23.1,1007.6,34.0,3.1,220.0
2989282,daxing_meo,2018-04-27 11:00:00,Sunny/clear,22.6,1009.7,35.0,2.5,203.0
2989283,fangshan_meo,2018-04-27 11:00:00,Sunny/clear,21.7,1008.4,30.0,2.5,210.0
2989284,xiayunling_meo,2018-04-27 11:00:00,Sunny/clear,19.9,967.4,37.0,1.3,154.0
2990800,shunyi_meo,2018-04-27 12:00:00,Sunny/clear,21.8,1010.9,35.0,2.0,171.0
2990801,hadian_meo,2018-04-27 12:00:00,Sunny/clear,21.9,1008.4,39.0,2.6,211.0
2990802,yanqing_meo,2018-04-27 12:00:00,Sunny/clear,18.6,957.9,36.0,1.2,90.0
2990803,miyun_meo,2018-04-27 12:00:00,Sunny/clear,20.5,1006.0,34.0,1.5,193.0
2990804,huairou_meo,2018-04-27 12:00:00,Sunny/clear,19.7,1005.4,46.0,1.7,318.0
